time,healthy_machines,working_machines,spare_machines,busy_repairers,repair_queue,event
361.42731099751984,13,10,3,0,0,repair_complete
366.1322961305682,12,10,2,1,0,failure
367.0997512844758,13,10,3,0,0,repair_complete
386.56994580171204,12,10,2,1,0,failure
387.3651591264977,13,10,3,0,0,repair_complete
401.8789383736067,12,10,2,1,0,failure
404.8608656230147,11,10,1,2,0,failure
405.90267412613747,12,10,2,1,0,repair_complete
409.6967523938449,13,10,3,0,0,repair_complete
410.95536358067073,12,10,2,1,0,failure
411.7619552694974,13,10,3,0,0,repair_complete
413.08478891000567,12,10,2,1,0,failure
413.4253008447675,13,10,3,0,0,repair_complete
415.959414060327,12,10,2,1,0,failure
417.9161288292423,13,10,3,0,0,repair_complete
421.2826384586873,12,10,2,1,0,failure
424.3062091727125,13,10,3,0,0,repair_complete
452.60428200451906,12,10,2,1,0,failure
453.64302807768746,13,10,3,0,0,repair_complete
460.360703881188,12,10,2,1,0,failure
461.2231746118248,13,10,3,0,0,repair_complete
533.6959577712274,12,10,2,1,0,failure
535.2512510301572,13,10,3,0,0,repair_complete
553.5693864403601,12,10,2,1,0,failure
555.3791275339437,13,10,3,0,0,repair_complete
559.6738763292558,12,10,2,1,0,failure
559.6975851109532,13,10,3,0,0,repair_complete
570.1699312181622,12,10,2,1,0,failure
571.1287133147872,13,10,3,0,0,repair_complete
572.0011839144611,12,10,2,1,0,failure
575.0501849508408,13,10,3,0,0,repair_complete
580.0415970964414,12,10,2,1,0,failure
580.1897744628947,13,10,3,0,0,repair_complete
603.397812335405,12,10,2,1,0,failure
603.5745406119664,13,10,3,0,0,repair_complete
609.3245763022662,12,10,2,1,0,failure
609.5398411943252,13,10,3,0,0,repair_complete
614.9385757571092,12,10,2,1,0,failure
617.8759462585507,13,10,3,0,0,repair_complete
623.2466682694013,12,10,2,1,0,failure
623.4350841660768,13,10,3,0,0,repair_complete
641.2957923731442,12,10,2,1,0,failure
642.7854166596907,13,10,3,0,0,repair_complete
653.5269714768352,12,10,2,1,0,failure
655.7264878921329,11,10,1,2,0,failure
657.3827005351691,12,10,2,1,0,repair_complete
657.820492619393,11,10,1,2,0,failure
658.351543522252,12,10,2,1,0,repair_complete
658.8066928005783,13,10,3,0,0,repair_complete
681.8754882801528,12,10,2,1,0,failure
682.9225840381987,13,10,3,0,0,repair_complete
683.931734934973,12,10,2,1,0,failure
684.1191827699103,13,10,3,0,0,repair_complete
702.5976277925295,12,10,2,1,0,failure
702.7097105321869,11,10,1,2,0,failure
702.8066147328326,12,10,2,1,0,repair_complete
703.4299654625212,13,10,3,0,0,repair_complete
706.1579027686364,12,10,2,1,0,failure
706.1836677188476,13,10,3,0,0,repair_complete
710.3971011436747,12,10,2,1,0,failure
711.5108945057266,13,10,3,0,0,repair_complete
725.2199116586013,12,10,2,1,0,failure
725.6313162019342,11,10,1,2,0,failure
725.7736214573226,12,10,2,1,0,repair_complete
726.5855628400366,13,10,3,0,0,repair_complete
730.3289780202381,12,10,2,1,0,failure
732.2750210914407,11,10,1,2,0,failure
732.5036449904643,12,10,2,1,0,repair_complete
733.1176362158247,13,10,3,0,0,repair_complete
738.5522453031277,12,10,2,1,0,failure
738.6573529753969,13,10,3,0,0,repair_complete
746.5239626229719,12,10,2,1,0,failure
747.5747560195211,13,10,3,0,0,repair_complete
807.8981969888307,12,10,2,1,0,failure
808.0635990951816,13,10,3,0,0,repair_complete
817.753821191471,12,10,2,1,0,failure
821.0883950766307,13,10,3,0,0,repair_complete
832.6520446922962,12,10,2,1,0,failure
833.1830651751555,13,10,3,0,0,repair_complete
864.0792103879386,12,10,2,1,0,failure
864.8303045003075,13,10,3,0,0,repair_complete
873.7365441166568,12,10,2,1,0,failure
875.4837492144748,13,10,3,0,0,repair_complete
894.8265125097005,12,10,2,1,0,failure
897.0260538972408,13,10,3,0,0,repair_complete
897.8009096127938,12,10,2,1,0,failure
897.8653921656243,13,10,3,0,0,repair_complete
915.6928463150387,12,10,2,1,0,failure
916.2602323706703,13,10,3,0,0,repair_complete
931.6745404564467,12,10,2,1,0,failure
933.7861952808918,13,10,3,0,0,repair_complete
943.8148573011608,12,10,2,1,0,failure
943.8890143453522,13,10,3,0,0,repair_complete
945.8342187131811,12,10,2,1,0,failure
947.2784151993095,13,10,3,0,0,repair_complete
954.7583350531544,12,10,2,1,0,failure
955.1905476757856,13,10,3,0,0,repair_complete
992.2932958057846,12,10,2,1,0,failure
993.7483163244349,11,10,1,2,0,failure
993.8074929491012,12,10,2,1,0,repair_complete
995.6766749295736,13,10,3,0,0,repair_complete
997.4364884239213,12,10,2,1,0,failure
997.5900212233312,13,10,3,0,0,repair_complete
1003.7891724057612,12,10,2,1,0,failure
1005.533787684137,13,10,3,0,0,repair_complete
1016.6558940779597,12,10,2,1,0,failure
1016.9459553050364,11,10,1,2,0,failure
1017.0748467776792,12,10,2,1,0,repair_complete
1017.748644725421,13,10,3,0,0,repair_complete
1045.3325729800613,12,10,2,1,0,failure
1045.8282768844824,13,10,3,0,0,repair_complete
1057.4702123263176,12,10,2,1,0,failure
1057.9137985324298,13,10,3,0,0,repair_complete
1067.4043818375367,12,10,2,1,0,failure
1069.2560537220477,13,10,3,0,0,repair_complete
1071.7001497713748,12,10,2,1,0,failure
1072.613588034569,13,10,3,0,0,repair_complete
1086.8211741281445,12,10,2,1,0,failure
1087.3560826971368,13,10,3,0,0,repair_complete
1105.5621544098203,12,10,2,1,0,failure
1106.2049573729296,13,10,3,0,0,repair_complete
1140.603440492756,12,10,2,1,0,failure
1140.7853080167915,13,10,3,0,0,repair_complete
1145.3430110446789,12,10,2,1,0,failure
1148.7764369465983,13,10,3,0,0,repair_complete
1158.5448269811914,12,10,2,1,0,failure
1158.9241038053244,13,10,3,0,0,repair_complete
1162.2138810846,12,10,2,1,0,failure
1163.334915045007,13,10,3,0,0,repair_complete
1185.103998035533,12,10,2,1,0,failure
1186.5700948318095,13,10,3,0,0,repair_complete
1205.12021667061,12,10,2,1,0,failure
1205.2815668524709,13,10,3,0,0,repair_complete
1209.8947985671382,12,10,2,1,0,failure
1210.7991306858016,11,10,1,2,0,failure
1211.1080376805016,12,10,2,1,0,repair_complete
1211.4824769844106,13,10,3,0,0,repair_complete
1228.288327930501,12,10,2,1,0,failure
1231.4384157963782,13,10,3,0,0,repair_complete
1234.4474132869077,12,10,2,1,0,failure
1235.7325900331218,13,10,3,0,0,repair_complete
1242.4946841770036,12,10,2,1,0,failure
1242.8107317675574,13,10,3,0,0,repair_complete
1247.8227240044575,12,10,2,1,0,failure
1249.705175366092,13,10,3,0,0,repair_complete
1250.3781814127549,12,10,2,1,0,failure
1252.6209537952905,13,10,3,0,0,repair_complete
1253.0814389489253,12,10,2,1,0,failure
1254.725687704032,13,10,3,0,0,repair_complete
1263.5250183389217,12,10,2,1,0,failure
1264.0419024866083,13,10,3,0,0,repair_complete
1271.323123292414,12,10,2,1,0,failure
1271.470927892317,13,10,3,0,0,repair_complete
1275.410520372571,12,10,2,1,0,failure
1276.4970717891981,13,10,3,0,0,repair_complete
1278.4179516519832,12,10,2,1,0,failure
1280.40483541165,13,10,3,0,0,repair_complete
1281.4078850024018,12,10,2,1,0,failure
1281.4557860816894,13,10,3,0,0,repair_complete
1308.306911140424,12,10,2,1,0,failure
1308.9291338913558,13,10,3,0,0,repair_complete
1316.4056826386675,12,10,2,1,0,failure
1316.6980121817976,13,10,3,0,0,repair_complete
1317.1966381620255,12,10,2,1,0,failure
1317.274196503165,13,10,3,0,0,repair_complete
1318.4460159620319,12,10,2,1,0,failure
1319.6711324079795,13,10,3,0,0,repair_complete
1379.8416237753988,12,10,2,1,0,failure
1381.169080183218,13,10,3,0,0,repair_complete
1384.4682297874308,12,10,2,1,0,failure
1385.1499843370352,13,10,3,0,0,repair_complete
1387.1161413702978,12,10,2,1,0,failure
1388.1577578627314,13,10,3,0,0,repair_complete
1399.504068877934,12,10,2,1,0,failure
1400.3620999494524,13,10,3,0,0,repair_complete
1433.185106957744,12,10,2,1,0,failure
1433.6284860576138,13,10,3,0,0,repair_complete
1461.5356224692057,12,10,2,1,0,failure
1461.553116294696,13,10,3,0,0,repair_complete
1464.7780616239625,12,10,2,1,0,failure
1464.7913886130143,13,10,3,0,0,repair_complete
1486.779889660572,12,10,2,1,0,failure
1487.465908003423,13,10,3,0,0,repair_complete
1512.1093193729055,12,10,2,1,0,failure
1512.186253298163,13,10,3,0,0,repair_complete
1519.4640757798375,12,10,2,1,0,failure
1519.812200215698,13,10,3,0,0,repair_complete
1523.0397999882512,12,10,2,1,0,failure
1523.1712054992802,13,10,3,0,0,repair_complete
1528.752619123921,12,10,2,1,0,failure
1530.014298716765,13,10,3,0,0,repair_complete
1530.5464883701873,12,10,2,1,0,failure
1530.5539489288544,13,10,3,0,0,repair_complete
1536.955485827963,12,10,2,1,0,failure
1537.060567703708,13,10,3,0,0,repair_complete
1566.0947613606231,12,10,2,1,0,failure
1568.3275451891554,13,10,3,0,0,repair_complete
1574.5597955276444,12,10,2,1,0,failure
1574.591889670101,13,10,3,0,0,repair_complete
1596.6425226885704,12,10,2,1,0,failure
1598.699892324318,13,10,3,0,0,repair_complete
1601.7272643109552,12,10,2,1,0,failure
1604.3770664407919,13,10,3,0,0,repair_complete
1610.6438458255404,12,10,2,1,0,failure
1611.1309821555508,13,10,3,0,0,repair_complete
1619.6045046372178,12,10,2,1,0,failure
1619.9639320242434,13,10,3,0,0,repair_complete
1641.8558700800293,12,10,2,1,0,failure
1643.1896758903151,13,10,3,0,0,repair_complete
1645.3126330114476,12,10,2,1,0,failure
1647.9816789899999,13,10,3,0,0,repair_complete
1649.2097550909014,12,10,2,1,0,failure
1649.6295939320773,13,10,3,0,0,repair_complete
1656.3646019250725,12,10,2,1,0,failure
1656.5682668376282,11,10,1,2,0,failure
1657.7047420996337,12,10,2,1,0,repair_complete
1657.9864230033852,13,10,3,0,0,repair_complete
1663.9642752147458,12,10,2,1,0,failure
1666.218490623078,13,10,3,0,0,repair_complete
1666.5828591197276,12,10,2,1,0,failure
1666.7118312580078,13,10,3,0,0,repair_complete
1668.8190491823382,12,10,2,1,0,failure
1668.886593169747,13,10,3,0,0,repair_complete
1686.0144756788861,12,10,2,1,0,failure
1686.023380873268,13,10,3,0,0,repair_complete
1692.2526881870347,12,10,2,1,0,failure
1693.2409684078532,13,10,3,0,0,repair_complete
1702.857386204198,12,10,2,1,0,failure
1703.0898113132243,13,10,3,0,0,repair_complete
1707.0537877858994,12,10,2,1,0,failure
1708.4870574894421,13,10,3,0,0,repair_complete
1720.7039804963665,12,10,2,1,0,failure
1721.056545796452,13,10,3,0,0,repair_complete
1731.8559657145681,12,10,2,1,0,failure
1731.9131956205233,13,10,3,0,0,repair_complete
1733.4224310641812,12,10,2,1,0,failure
1735.7668276679044,13,10,3,0,0,repair_complete
1736.8383690796863,12,10,2,1,0,failure
1739.2991619243642,13,10,3,0,0,repair_complete
1742.0424094392442,12,10,2,1,0,failure
1743.7023695347236,13,10,3,0,0,repair_complete
1745.0260492454227,12,10,2,1,0,failure
1745.2473166920843,13,10,3,0,0,repair_complete
1746.0194271301846,12,10,2,1,0,failure
1746.3529157365574,13,10,3,0,0,repair_complete
1746.4952555352916,12,10,2,1,0,failure
1747.1950991175065,13,10,3,0,0,repair_complete
1752.6026719875933,12,10,2,1,0,failure
1753.3506506111737,13,10,3,0,0,repair_complete
1753.618286732498,12,10,2,1,0,failure
1755.4074596568896,13,10,3,0,0,repair_complete
1806.0444482345163,12,10,2,1,0,failure
1806.3206918433011,13,10,3,0,0,repair_complete
1807.4225298205731,12,10,2,1,0,failure
1807.5526907005092,13,10,3,0,0,repair_complete
1816.8732748005468,12,10,2,1,0,failure
1817.3616018175612,13,10,3,0,0,repair_complete
1830.2063401556304,12,10,2,1,0,failure
1830.4222242447784,13,10,3,0,0,repair_complete
1843.8630372282923,12,10,2,1,0,failure
1845.5286777653544,13,10,3,0,0,repair_complete
1845.819310921237,12,10,2,1,0,failure
1847.3036564252163,13,10,3,0,0,repair_complete
1851.55533835563,12,10,2,1,0,failure
1853.8391195032643,13,10,3,0,0,repair_complete
1856.7232586263717,12,10,2,1,0,failure
1857.344524895194,13,10,3,0,0,repair_complete
1860.149822724972,12,10,2,1,0,failure
1860.1683394216977,13,10,3,0,0,repair_complete
1862.938870517911,12,10,2,1,0,failure
1864.5372958760233,13,10,3,0,0,repair_complete
1904.708899335065,12,10,2,1,0,failure
1905.4107769362408,13,10,3,0,0,repair_complete
1906.3774897011417,12,10,2,1,0,failure
1906.546938973332,13,10,3,0,0,repair_complete
1920.8256702267802,12,10,2,1,0,failure
1922.7242142385487,13,10,3,0,0,repair_complete
1930.5501965988806,12,10,2,1,0,failure
1931.0568713835419,13,10,3,0,0,repair_complete
1938.5538520974023,12,10,2,1,0,failure
1939.270091411904,13,10,3,0,0,repair_complete
1953.5521987658497,12,10,2,1,0,failure
1955.1214173532237,13,10,3,0,0,repair_complete
1978.5943027580333,12,10,2,1,0,failure
1980.3037772698124,11,10,1,2,0,failure
1980.7107340967987,12,10,2,1,0,repair_complete
1981.31301670873,13,10,3,0,0,repair_complete
1987.100901242715,12,10,2,1,0,failure
1987.3796416769756,13,10,3,0,0,repair_complete
1994.976137687516,12,10,2,1,0,failure
1995.883537573528,11,10,1,2,0,failure
1996.7362406660347,12,10,2,1,0,repair_complete
1999.2494000473773,13,10,3,0,0,repair_complete
2002.0296360720663,12,10,2,1,0,failure
2002.2392249343695,13,10,3,0,0,repair_complete
2002.983150276884,12,10,2,1,0,failure
2005.4155847587563,13,10,3,0,0,repair_complete
2021.1113606504555,12,10,2,1,0,failure
2022.571017831016,13,10,3,0,0,repair_complete
2030.2405471238183,12,10,2,1,0,failure
2030.4023441670508,13,10,3,0,0,repair_complete
2030.8663982822416,12,10,2,1,0,failure
2030.9153491629534,13,10,3,0,0,repair_complete
2037.2513035039017,12,10,2,1,0,failure
2037.7817265952156,13,10,3,0,0,repair_complete
2039.3941884460403,12,10,2,1,0,failure
2040.2142888684778,13,10,3,0,0,repair_complete
2086.8901977229707,12,10,2,1,0,failure
2088.857902773092,13,10,3,0,0,repair_complete
2090.399861663471,12,10,2,1,0,failure
2090.922801714168,11,10,1,2,0,failure
2091.1417313021957,12,10,2,1,0,repair_complete
2091.1434505790126,13,10,3,0,0,repair_complete
2108.008730604602,12,10,2,1,0,failure
2108.5757385643046,13,10,3,0,0,repair_complete
2109.831105361233,12,10,2,1,0,failure
2109.9295406417727,11,10,1,2,0,failure
2110.4437680191645,12,10,2,1,0,repair_complete
2111.401602448511,11,10,1,2,0,failure
2112.1747941681956,12,10,2,1,0,repair_complete
2112.7397415012188,13,10,3,0,0,repair_complete
2116.3426982157775,12,10,2,1,0,failure
2117.4056078765207,13,10,3,0,0,repair_complete
2120.9102916830907,12,10,2,1,0,failure
2120.9418458032324,13,10,3,0,0,repair_complete
2129.4083501648042,12,10,2,1,0,failure
2130.916070532452,13,10,3,0,0,repair_complete
2139.9997156307163,12,10,2,1,0,failure
2140.0385919766413,13,10,3,0,0,repair_complete
2154.5627132897844,12,10,2,1,0,failure
2158.069463435543,13,10,3,0,0,repair_complete
2166.8578448773915,12,10,2,1,0,failure
2167.860307215873,13,10,3,0,0,repair_complete
2171.626372878409,12,10,2,1,0,failure
2171.6968285515804,11,10,1,2,0,failure
2172.6723308696405,12,10,2,1,0,repair_complete
2172.6890508736687,13,10,3,0,0,repair_complete
2187.5562656044485,12,10,2,1,0,failure
2188.7849184519678,13,10,3,0,0,repair_complete
2205.515215000556,12,10,2,1,0,failure
2206.117872901495,13,10,3,0,0,repair_complete
2210.992631940733,12,10,2,1,0,failure
2216.288579214657,13,10,3,0,0,repair_complete
2226.163450701756,12,10,2,1,0,failure
2227.1159133199526,13,10,3,0,0,repair_complete
2228.8676614323795,12,10,2,1,0,failure
2228.9624778539396,13,10,3,0,0,repair_complete
2231.5603761019925,12,10,2,1,0,failure
2232.3713479754892,11,10,1,2,0,failure
2232.957537379024,12,10,2,1,0,repair_complete
2233.081740900421,13,10,3,0,0,repair_complete
2233.284218457735,12,10,2,1,0,failure
2233.86977775039,13,10,3,0,0,repair_complete
2236.7695454113377,12,10,2,1,0,failure
2237.611768532143,13,10,3,0,0,repair_complete
2255.020627209473,12,10,2,1,0,failure
2255.41543915982,13,10,3,0,0,repair_complete
2260.981631354697,12,10,2,1,0,failure
2261.9167896110275,13,10,3,0,0,repair_complete
2262.8128940431056,12,10,2,1,0,failure
2264.018678895069,13,10,3,0,0,repair_complete
2303.5806725978737,12,10,2,1,0,failure
2303.803757340639,13,10,3,0,0,repair_complete
2317.149393959208,12,10,2,1,0,failure
2318.2450487602227,13,10,3,0,0,repair_complete
2318.5694478372943,12,10,2,1,0,failure
2318.814062435109,13,10,3,0,0,repair_complete
2329.9148770296442,12,10,2,1,0,failure
2330.4834660533134,13,10,3,0,0,repair_complete
2330.893004762951,12,10,2,1,0,failure
2331.3665741270124,13,10,3,0,0,repair_complete
2340.095048114832,12,10,2,1,0,failure
2340.406704521545,13,10,3,0,0,repair_complete
2343.1888397338626,12,10,2,1,0,failure
2344.2561350192636,11,10,1,2,0,failure
2344.5351097997163,10,10,0,2,1,failure
2345.1437117833634,11,10,1,2,0,repair_complete
2345.4961712018626,12,10,2,1,0,repair_complete
2346.070304250088,13,10,3,0,0,repair_complete
2349.054983444875,12,10,2,1,0,failure
2349.1903748371865,13,10,3,0,0,repair_complete
2353.4688752142033,12,10,2,1,0,failure
2353.807076789953,11,10,1,2,0,failure
2353.8492464490937,12,10,2,1,0,repair_complete
2355.4142153758976,13,10,3,0,0,repair_complete
2364.6470287814454,12,10,2,1,0,failure
2364.8333181424805,13,10,3,0,0,repair_complete
2380.902637648319,12,10,2,1,0,failure
2381.1487301633274,13,10,3,0,0,repair_complete
2390.8539540939305,12,10,2,1,0,failure
2391.5333392110565,13,10,3,0,0,repair_complete
2391.53692954188,12,10,2,1,0,failure
2391.5863784341263,13,10,3,0,0,repair_complete
2395.846061178101,12,10,2,1,0,failure
2395.8638863859123,11,10,1,2,0,failure
2397.605221528072,12,10,2,1,0,repair_complete
2399.0744570616394,13,10,3,0,0,repair_complete
2399.1013869264366,12,10,2,1,0,failure
2399.346813005413,13,10,3,0,0,repair_complete
2410.9361790696303,12,10,2,1,0,failure
2411.588346180916,13,10,3,0,0,repair_complete
2443.421093987723,12,10,2,1,0,failure
2444.1255547124574,13,10,3,0,0,repair_complete
2452.5863525907425,12,10,2,1,0,failure
2452.7953267410103,13,10,3,0,0,repair_complete
2475.606555839989,12,10,2,1,0,failure
2476.512749709195,13,10,3,0,0,repair_complete
2495.8066795294853,12,10,2,1,0,failure
2495.9238570641182,13,10,3,0,0,repair_complete
2500.5296626592253,12,10,2,1,0,failure
2501.019383329098,13,10,3,0,0,repair_complete
2505.051244466855,12,10,2,1,0,failure
2505.8934777073023,13,10,3,0,0,repair_complete
2525.3089598499773,12,10,2,1,0,failure
2525.974454632804,13,10,3,0,0,repair_complete
2527.239385995355,12,10,2,1,0,failure
2527.9820641578312,13,10,3,0,0,repair_complete
2530.86550240154,12,10,2,1,0,failure
2531.0690598204637,13,10,3,0,0,repair_complete
2531.4540783485713,12,10,2,1,0,failure
2531.8085301880565,13,10,3,0,0,repair_complete
2561.2936566046765,12,10,2,1,0,failure
2561.879359571254,13,10,3,0,0,repair_complete
2567.4860329762623,12,10,2,1,0,failure
2567.517596617218,13,10,3,0,0,repair_complete
2570.747446676557,12,10,2,1,0,failure
2570.8119928829556,13,10,3,0,0,repair_complete
2575.057208238809,12,10,2,1,0,failure
2576.0846441525264,13,10,3,0,0,repair_complete
2581.972262235657,12,10,2,1,0,failure
2582.8338016967223,13,10,3,0,0,repair_complete
2617.369040546395,12,10,2,1,0,failure
2618.5699134411984,13,10,3,0,0,repair_complete
2621.2895842666285,12,10,2,1,0,failure
2622.185646911024,11,10,1,2,0,failure
2622.6852926902397,12,10,2,1,0,repair_complete
2622.8022697205324,13,10,3,0,0,repair_complete
2637.6498140801627,12,10,2,1,0,failure
2637.8420368262746,11,10,1,2,0,failure
2638.339820587363,12,10,2,1,0,repair_complete
2639.348604446132,13,10,3,0,0,repair_complete
2639.370013991248,12,10,2,1,0,failure
2639.6060939735216,13,10,3,0,0,repair_complete
2651.417067223328,12,10,2,1,0,failure
2652.5673782884423,13,10,3,0,0,repair_complete
2662.9724525007705,12,10,2,1,0,failure
2663.227253400072,13,10,3,0,0,repair_complete
2691.4486773538633,12,10,2,1,0,failure
2692.1673577930283,13,10,3,0,0,repair_complete
2696.05137958239,12,10,2,1,0,failure
2697.3220337695952,13,10,3,0,0,repair_complete
2715.3162897545344,12,10,2,1,0,failure
2715.9918651920634,13,10,3,0,0,repair_complete
2717.474903422546,12,10,2,1,0,failure
2717.5152528803865,13,10,3,0,0,repair_complete
2735.759543958494,12,10,2,1,0,failure
2735.9264990158376,13,10,3,0,0,repair_complete
2754.654865676928,12,10,2,1,0,failure
2755.5333748373246,13,10,3,0,0,repair_complete
2756.3641459188134,12,10,2,1,0,failure
2757.16426007512,13,10,3,0,0,repair_complete
2759.3084870330126,12,10,2,1,0,failure
2759.8238112565145,13,10,3,0,0,repair_complete
2760.6903214724075,12,10,2,1,0,failure
2763.182633385848,11,10,1,2,0,failure
2763.78937757395,12,10,2,1,0,repair_complete
2765.5012187199727,13,10,3,0,0,repair_complete
2788.4542214054413,12,10,2,1,0,failure
2788.6819298309615,11,10,1,2,0,failure
2788.934438260484,12,10,2,1,0,repair_complete
2789.8616172542097,13,10,3,0,0,repair_complete
2797.9490490916774,12,10,2,1,0,failure
2798.195955614907,13,10,3,0,0,repair_complete
2807.692538727374,12,10,2,1,0,failure
2807.8350361923553,13,10,3,0,0,repair_complete
2811.775864075774,12,10,2,1,0,failure
2812.0833082296517,13,10,3,0,0,repair_complete
2816.8862827990415,12,10,2,1,0,failure
2816.933680607814,13,10,3,0,0,repair_complete
2835.657005426472,12,10,2,1,0,failure
2836.6990620441456,13,10,3,0,0,repair_complete
2857.518266654667,12,10,2,1,0,failure
2858.0405547340683,13,10,3,0,0,repair_complete
2863.265747575761,12,10,2,1,0,failure
2864.456351005884,13,10,3,0,0,repair_complete
2904.360222883714,12,10,2,1,0,failure
2905.8640354443764,13,10,3,0,0,repair_complete
2916.060863181218,12,10,2,1,0,failure
2918.0275883931427,13,10,3,0,0,repair_complete
2930.051705747939,12,10,2,1,0,failure
2933.408372786792,13,10,3,0,0,repair_complete
2938.1253748467675,12,10,2,1,0,failure
2938.832077751241,13,10,3,0,0,repair_complete
2946.6551423686997,12,10,2,1,0,failure
2946.7694445864777,13,10,3,0,0,repair_complete
2984.1944556166072,12,10,2,1,0,failure
2984.8921106495177,13,10,3,0,0,repair_complete
2990.1511762105984,12,10,2,1,0,failure
2991.554016678312,13,10,3,0,0,repair_complete
3004.7007952406825,12,10,2,1,0,failure
3005.3576368393196,13,10,3,0,0,repair_complete
3028.550313011116,12,10,2,1,0,failure
3028.6581353205283,11,10,1,2,0,failure
3029.5479270773503,12,10,2,1,0,repair_complete
3030.9958033698827,13,10,3,0,0,repair_complete
3038.1609204921306,12,10,2,1,0,failure
3038.4456358621856,13,10,3,0,0,repair_complete
3039.7939008476706,12,10,2,1,0,failure
3039.85350860419,13,10,3,0,0,repair_complete
3040.3125899357397,12,10,2,1,0,failure
3040.4682545642613,11,10,1,2,0,failure
3040.686323857132,12,10,2,1,0,repair_complete
3041.24519143398,13,10,3,0,0,repair_complete
3048.8111419809406,12,10,2,1,0,failure
3051.5588235029527,13,10,3,0,0,repair_complete
3053.9337454676165,12,10,2,1,0,failure
3054.1455537000443,13,10,3,0,0,repair_complete
3079.9615770473333,12,10,2,1,0,failure
3080.7400997733594,13,10,3,0,0,repair_complete
3082.148899096653,12,10,2,1,0,failure
3084.20798974738,13,10,3,0,0,repair_complete
3086.8686219654933,12,10,2,1,0,failure
3087.0142143445687,13,10,3,0,0,repair_complete
